PhraseId,SentenceId,Phrase,Sentiment,Phrase(Origin),Sentiment(predict),Distance
102327,5386,"proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp , shudder and even tremble without losing his machismo",4,"proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp , shudder and even tremble without losing his machismo",2,2
102355,5387,"It 's mildly interesting to ponder the peculiar American style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through .",1,"It 's mildly interesting to ponder the peculiar American style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through .",3,2
102356,5387,"It 's mildly interesting to ponder the peculiar American style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through",1,"It 's mildly interesting to ponder the peculiar American style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through",3,2
102373,5387,it 's so muddled and derivative that few will bother thinking it all through,2,it 's so muddled and derivative that few will bother thinking it all through,0,2
102375,5387,so muddled and derivative that few will bother thinking it all through,0,so muddled and derivative that few will bother thinking it all through,2,2
102389,5388,"Feardotcom 's thrills are all cheap ,",0,"Feardotcom 's thrills are all cheap ,",2,2
102390,5388,Feardotcom 's thrills are all cheap,0,Feardotcom 's thrills are all cheap,2,2
102414,5390,with maggots crawling on a dead dog,0,with maggots crawling on a dead dog,2,2
26808,1230,"The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting -LRB- and funnier -RRB- than his .",1,"The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting -LRB- and funnier -RRB- than his .",3,2
102445,5392,Forget about one Oscar nomination for Julianne Moore this year - she should get all five .,4,Forget about one Oscar nomination for Julianne Moore this year - she should get all five .,2,2
102641,5406,visually stunning rumination,4,visually stunning rumination,2,2
102694,5410,"dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .",0,"dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .",2,2
102971,5427,This ludicrous film,0,This ludicrous film,2,2
26596,1219,made at least one damn fine horror movie,4,made at least one damn fine horror movie,2,2
26612,1220,brought me uncomfortably close to losing my lunch,0,brought me uncomfortably close to losing my lunch,2,2
26611,1220,brought me uncomfortably close to losing my lunch .,0,brought me uncomfortably close to losing my lunch .,2,2
102894,5422,"This documentary is a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back .",4,"This documentary is a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back .",2,2
102896,5422,"is a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back",4,"is a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back",2,2
26602,1220,"This movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",0,"This movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",2,2
26600,1219,damn fine,4,damn fine,2,2
26597,1219,at least one damn fine horror movie,4,at least one damn fine horror movie,2,2
26594,1219,he 's made at least one damn fine horror movie,4,he 's made at least one damn fine horror movie,2,2
102699,5410,"crossing-over mumbo jumbo , manipulative sentimentality , and",0,"crossing-over mumbo jumbo , manipulative sentimentality , and",2,2
26593,1219,that he 's made at least one damn fine horror movie,4,that he 's made at least one damn fine horror movie,2,2
26587,1219,rest contentedly with the knowledge that he 's made at least one damn fine horror movie,4,rest contentedly with the knowledge that he 's made at least one damn fine horror movie,2,2
26586,1219,can rest contentedly with the knowledge that he 's made at least one damn fine horror movie,4,can rest contentedly with the knowledge that he 's made at least one damn fine horror movie,2,2
26585,1219,he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie,4,he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie,2,2
102922,5423,", American Chai is enough to make you put away the guitar , sell the amp , and apply to medical school .",0,", American Chai is enough to make you put away the guitar , sell the amp , and apply to medical school .",2,2
26576,1219,will turn Bill Paxton into an A-list director,4,will turn Bill Paxton into an A-list director,2,2
26575,1219,Frailty will turn Bill Paxton into an A-list director,4,Frailty will turn Bill Paxton into an A-list director,2,2
102883,5421,a very good movie in any objective sense,4,a very good movie in any objective sense,2,2
102882,5421,'s not a very good movie in any objective sense,0,'s not a very good movie in any objective sense,2,2
26616,1220,close to losing my lunch,0,close to losing my lunch,2,2
26617,1220,to losing my lunch,0,to losing my lunch,2,2
102701,5410,"crossing-over mumbo jumbo , manipulative sentimentality",0,"crossing-over mumbo jumbo , manipulative sentimentality",2,2
26684,1224,energizing,4,energizing,2,2
26680,1224,"An energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching -LRB- or turntablism -RRB- in particular .",4,"An energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching -LRB- or turntablism -RRB- in particular .",2,2
102752,5414,"Just about the best straight-up , old-school horror film of the last 15 years .",4,"Just about the best straight-up , old-school horror film of the last 15 years .",2,2
102754,5414,"Just about the best straight-up ,",4,"Just about the best straight-up ,",2,2
102790,5417,"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",4,"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",2,2
102791,5417,"is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",4,"is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",2,2
102792,5417,"is a divine monument to a single man 's struggle to regain his life , his dignity and his music",4,"is a divine monument to a single man 's struggle to regain his life , his dignity and his music",2,2
102810,5418,"Schaeffer is not in this film , which may be why it works as well as it does .",3,"Schaeffer is n't in this film , which may be why it works as well as it does .",1,2
26642,1222,most addicted to film,3,most addicted to film,1,2
102811,5418,"is not in this film , which may be why it works as well as it does .",3,"is n't in this film , which may be why it works as well as it does .",1,2
102812,5418,"is not in this film , which may be why it works as well as it does",3,"is n't in this film , which may be why it works as well as it does",1,2
102832,5420,"This hastily mounted production exists only to capitalize on Hopkins ' inclination to play Hannibal Lecter again , even though Harris has no immediate inclination to provide a fourth book .",0,"This hastily mounted production exists only to capitalize on Hopkins ' inclination to play Hannibal Lecter again , even though Harris has no immediate inclination to provide a fourth book .",2,2
26623,1221,"a heavy stench of ` been there , done that ' hanging over the film",0,"a heavy stench of ` been there , done that ' hanging over the film",2,2
26618,1220,losing my lunch,0,losing my lunch,2,2
26124,1197,surprised at the variety of tones in Spielberg 's work,4,surprised at the variety of tones in Spielberg 's work,2,2
103877,5477,a great monster movie,4,a great monster movie,2,2
103878,5477,great monster movie,4,great monster movie,2,2
25651,1172,'s hard to understand why anyone in his right mind would even think to make the attraction a movie,0,'s hard to understand why anyone in his right mind would even think to make the attraction a movie,2,2
104718,5530,majestic,4,majestic,2,2
104720,5530,of astonishing grandeur,4,of astonishing grandeur,2,2
104721,5530,astonishing grandeur,4,astonishing grandeur,2,2
104743,5531,might just be the movie you 're looking for,4,might just be the movie you 're looking for,2,2
104781,5533,"this overstuffed , erratic dramedy",0,"this overstuffed , erratic dramedy",2,2
25655,1172,why anyone in his right mind would even think to make the attraction a movie,0,why anyone in his right mind would even think to make the attraction a movie,2,2
25652,1172,hard to understand why anyone in his right mind would even think to make the attraction a movie,0,hard to understand why anyone in his right mind would even think to make the attraction a movie,2,2
25650,1172,'s hard to understand why anyone in his right mind would even think to make the attraction a movie .,0,'s hard to understand why anyone in his right mind would even think to make the attraction a movie .,2,2
25633,1171,"A surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .",0,"A surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .",2,2
25649,1172,It 's hard to understand why anyone in his right mind would even think to make the attraction a movie .,0,It 's hard to understand why anyone in his right mind would even think to make the attraction a movie .,2,2
104829,5536,A remarkable film by Bernard Rose .,4,A remarkable film by Bernard Rose .,2,2
25643,1171,half-baked setups and,0,half-baked setups and,2,2
104830,5536,A remarkable film by Bernard Rose,4,A remarkable film by Bernard Rose,2,2
25641,1171,by half-baked setups and sluggish pacing,0,by half-baked setups and sluggish pacing,2,2
104834,5537,amazing finesse,4,amazing finesse,2,2
25637,1171,"retread , hobbled by half-baked setups and sluggish pacing",0,"retread , hobbled by half-baked setups and sluggish pacing",2,2
104717,5530,majestic achievement,4,majestic achievement,2,2
104716,5530,a majestic achievement,4,a majestic achievement,2,2
104715,5530,"a majestic achievement ,",4,"a majestic achievement ,",2,2
104714,5530,"a majestic achievement , an epic of astonishing grandeur",4,"a majestic achievement , an epic of astonishing grandeur",2,2
25762,1178,Amazing !,4,Amazing !,2,2
104552,5520,"Cold , nervy and memorable",4,"Cold , nervy and memorable",2,2
104555,5521,A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .,4,A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .,2,2
104575,5522,Nothing about this movie works .,0,Nothing about this movie works .,2,2
25752,1176,a comic book with soul,4,a comic book with soul,2,2
25748,1176,Maguire makes it a comic book with soul,4,Maguire makes it a comic book with soul,2,2
104645,5526,"charged , but ultimately lacking in substance , not to mention dragged down by a leaden closing act .",0,"charged , but ultimately lacking in substance , not to mention dragged down by a leaden closing act .",2,2
104652,5526,lacking in substance,0,lacking in substance,2,2
104654,5526,not to mention dragged down by a leaden closing act,0,not to mention dragged down by a leaden closing act,2,2
104656,5526,mention dragged down by a leaden closing act,0,mention dragged down by a leaden closing act,2,2
25720,1175,intense and effective,4,intense and effective,2,2
25719,1175,intense and effective film,4,intense and effective film,2,2
25718,1175,An intense and effective film,4,An intense and effective film,2,2
104697,5530,exceeding expectations,4,exceeding expectations,2,2
104713,5530,"a majestic achievement , an epic of astonishing grandeur and",4,"a majestic achievement , an epic of astonishing grandeur and",2,2
104859,5538,"There 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .",0,"There 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .",2,2
104866,5538,"forced drama in this wildly uneven movie ,",0,"forced drama in this wildly uneven movie ,",2,2
103880,5478,best be enjoyed as a daytime soaper .,1,best be enjoyed as a daytime soaper .,3,2
105219,5556,This is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .,4,This is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .,2,2
25539,1167,leaves him shooting blanks,0,leaves him shooting blanks,2,2
105087,5551,found the movie as divided against itself as the dysfunctional family it portrays .,0,found the movie as divided against itself as the dysfunctional family it portrays .,2,2
105088,5551,found the movie as divided against itself as the dysfunctional family it portrays,0,found the movie as divided against itself as the dysfunctional family it portrays,2,2
105112,5552,most savory and hilarious,4,most savory and hilarious,2,2
105115,5552,savory,4,savory,2,2
25507,1167,Director Tom Dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon,4,Director Tom Dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon,2,2
25506,1167,"Director Tom Dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon ,",4,"Director Tom Dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon ,",2,2
105220,5556,is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .,4,is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .,2,2
104912,5542,Some stunning visuals -- and some staggeringly boring cinema .,2,Some stunning visuals -- and some staggeringly boring cinema .,4,2
105222,5556,a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies,4,a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies,2,2
105224,5556,sincerely crafted picture,4,sincerely crafted picture,2,2
105310,5560,", it 's pretty stupid .",0,", it 's pretty stupid .",2,2
105311,5560,it 's pretty stupid .,0,it 's pretty stupid .,2,2
105312,5560,'s pretty stupid .,0,'s pretty stupid .,2,2
105313,5560,'s pretty stupid,0,'s pretty stupid,2,2
105314,5560,pretty stupid,0,pretty stupid,2,2
25546,1168,"I wo not argue with anyone who calls ` Slackers ' dumb , insulting , or childish ...",0,"I wo n't argue with anyone who calls ` Slackers ' dumb , insulting , or childish ...",2,2
105055,5550,"The enjoyable Undercover Brother , a zany mix of Saturday Night Live-style parody , '70s Blaxploitation films and goofball action comedy gone wild",4,"The enjoyable Undercover Brother , a zany mix of Saturday Night Live-style parody , '70s Blaxploitation films and goofball action comedy gone wild",2,2
105053,5550,"The enjoyable Undercover Brother , a zany mix of Saturday Night Live-style parody , '70s Blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy .",4,"The enjoyable Undercover Brother , a zany mix of Saturday Night Live-style parody , '70s Blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy .",2,2
105027,5548,most importantly,3,most importantly,1,2
104913,5542,Some stunning visuals,4,Some stunning visuals,2,2
104918,5542,some staggeringly boring cinema,0,some staggeringly boring cinema,2,2
104920,5542,staggeringly boring,0,staggeringly boring,2,2
104921,5543,"From the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line , `` Besotted '' is misbegotten",0,"From the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line , `` Besotted '' is misbegotten",2,2
104923,5543,the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line,0,the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line,2,2
104926,5543,to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line,0,to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line,2,2
104933,5543,to `,2,to `,0,2
104970,5545,"Ze movie starts out so funny , then she is nothing",1,"Ze movie starts out so funny , then she is nothing",3,2
104986,5546,"some blondes , -LRB- Diggs -RRB- should be probing why a guy with his talent ended up in a movie this bad .",0,"some blondes , -LRB- Diggs -RRB- should be probing why a guy with his talent ended up in a movie this bad .",2,2
104997,5546,why a guy with his talent ended up in a movie this bad,0,why a guy with his talent ended up in a movie this bad,2,2
105002,5546,ended up in a movie this bad,0,ended up in a movie this bad,2,2
105004,5546,in a movie this bad,0,in a movie this bad,2,2
25566,1168,laughed so much that I did not mind,4,laughed so much that I did n't mind,2,2
25565,1168,I laughed so much that I did not mind,4,I laughed so much that I did n't mind,2,2
105026,5548,"most importantly ,",3,"most importantly ,",1,2
104540,5518,Crummy .,0,Crummy .,2,2
104527,5516,bomb,0,bomb,2,2
104525,5516,is a bomb,0,is a bomb,2,2
104131,5491,never comes close to recovering from its demented premise,0,never comes close to recovering from its demented premise,2,2
26003,1190,"are so unmemorable , despite several attempts at lengthy dialogue scenes ,",0,"are so unmemorable , despite several attempts at lengthy dialogue scenes ,",2,2
26002,1190,"are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material",0,"are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material",2,2
26001,1190,"are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .",0,"are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .",2,2
25999,1190,"The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .",0,"The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .",2,2
104120,5490,"Skip this dreck ,",0,"Skip this dreck ,",2,2
104121,5490,Skip this dreck,0,Skip this dreck,2,2
104126,5491,"Reign of Fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .",1,"Reign of Fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .",3,2
25977,1189,", Spy Kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man .",0,", Spy Kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man .",2,2
104524,5516,is a bomb .,0,is a bomb .,2,2
104166,5495,"... it was not the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''",0,"... it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''",2,2
104167,5495,"it was not the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''",0,"it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''",2,2
104168,5495,"it was not the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second",0,"it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second",2,2
104169,5495,"was not the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second",0,"was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second",2,2
104171,5495,"that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second",0,"that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second",2,2
104173,5495,"defeated the film ... It was the unfulfilling , incongruous , `` wait a second",0,"defeated the film ... It was the unfulfilling , incongruous , `` wait a second",2,2
25953,1188,incredible IMAX sound system,4,incredible IMAX sound system,2,2
26006,1190,unmemorable,0,unmemorable,2,2
26017,1190,one eventually resents having to inhale this gutter romancer 's secondhand material,0,one eventually resents having to inhale this gutter romancer 's secondhand material,2,2
26021,1190,having to inhale this gutter romancer 's secondhand material,0,having to inhale this gutter romancer 's secondhand material,2,2
26023,1190,inhale this gutter romancer 's secondhand material,0,inhale this gutter romancer 's secondhand material,2,2
103930,5481,A must-see for fans of thoughtful war films and those interested in the sights and sounds of battle .,4,A must-see for fans of thoughtful war films and those interested in the sights and sounds of battle .,2,2
103931,5481,A must-see for fans of thoughtful war films and those,4,A must-see for fans of thoughtful war films and those,2,2
103946,5482,"An enthralling aesthetic experience ,",4,"An enthralling aesthetic experience ,",2,2
103952,5482,"that 's steeped in mystery and a ravishing , baroque beauty",4,"that 's steeped in mystery and a ravishing , baroque beauty",2,2
103953,5482,"'s steeped in mystery and a ravishing , baroque beauty",4,"'s steeped in mystery and a ravishing , baroque beauty",2,2
103955,5482,"in mystery and a ravishing , baroque beauty",4,"in mystery and a ravishing , baroque beauty",2,2
103958,5482,"a ravishing , baroque beauty",4,"a ravishing , baroque beauty",2,2
103966,5483,... continue to impress,3,... continue to impress,1,2
103967,5483,continue to impress,3,continue to impress,1,2
103984,5484,"knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort",3,"knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort",1,2
104002,5484,that is nobility of a sort,3,that is nobility of a sort,1,2
104023,5486,"Despite all the closed-door hanky-panky , the film is essentially juiceless .",0,"Despite all the closed-door hanky-panky , the film is essentially juiceless .",2,2
104040,5487,"know it would not exist without the precedent of Yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of Broadway .",4,"know it would n't exist without the precedent of Yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of Broadway .",2,2
26031,1190,secondhand material,0,secondhand material,2,2
104066,5488,"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is not a definitive counter-cultural document -- its makers are not removed and inquisitive enough for that .",0,"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",2,2
25937,1188,The large-format film is well suited to capture these musicians in full regalia,4,The large-format film is well suited to capture these musicians in full regalia,2,2
104258,5500,"carries the day with impeccable comic timing , raffish charm and piercing intellect",4,"carries the day with impeccable comic timing , raffish charm and piercing intellect",2,2
104261,5500,"impeccable comic timing , raffish charm and piercing intellect",4,"impeccable comic timing , raffish charm and piercing intellect",2,2
104376,5507,"Delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for",4,"Delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for",2,2
104461,5512,cinematic art,4,cinematic art,2,2
104474,5513,can easily worm its way into your heart . ',4,can easily worm its way into your heart . ',2,2
104477,5513,worm its way into your heart,4,worm its way into your heart,2,2
104478,5514,"In the end , the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .",0,"In the end , the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .",2,2
104479,5514,", the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .",0,", the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .",2,2
104480,5514,"the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .",0,"the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .",2,2
104482,5514,"bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate",0,"bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate",2,2
104484,5514,bogs down in insignificance,0,bogs down in insignificance,2,2
25800,1180,Wow,4,Wow,2,2
104501,5515,The picture emerges as a surprisingly anemic disappointment .,0,The picture emerges as a surprisingly anemic disappointment .,2,2
104502,5515,emerges as a surprisingly anemic disappointment .,0,emerges as a surprisingly anemic disappointment .,2,2
104503,5515,emerges as a surprisingly anemic disappointment,0,emerges as a surprisingly anemic disappointment,2,2
104504,5515,as a surprisingly anemic disappointment,0,as a surprisingly anemic disappointment,2,2
104505,5515,a surprisingly anemic disappointment,0,a surprisingly anemic disappointment,2,2
104510,5516,Impostor deviously adopts the guise of a modern motion picture,0,Impostor deviously adopts the guise of a modern motion picture,2,2
104394,5508,"Sandra Bullock and Hugh Grant make a great team ,",4,"Sandra Bullock and Hugh Grant make a great team ,",2,2
104373,5506,is merited,3,is merited,1,2
25902,1187,", Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .",0,", Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .",2,2
104369,5506,her confidence in her material is merited,4,her confidence in her material is merited,2,2
104320,5504,"Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and",4,"Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and",2,2
104321,5504,"Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making ,",4,"Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making ,",2,2
25895,1187,"Like Rudy Yellow Lodge , Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .",0,"Like Rudy Yellow Lodge , Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .",2,2
104322,5504,"Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making",4,"Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making",2,2
104324,5504,"has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making",4,"has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making",2,2
104325,5504,"perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making",4,"perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making",2,2
104329,5504,"highly entertaining , self-aggrandizing , politically motivated documentary-making",4,"highly entertaining , self-aggrandizing , politically motivated documentary-making",2,2
25883,1185,amaze,4,amaze,2,2
104353,5505,but never less than pure wankery .,0,but never less than pure wankery .,2,2
25878,1185,ability to shock and amaze,4,ability to shock and amaze,2,2
104355,5505,less than pure wankery .,0,less than pure wankery .,2,2
113574,6038,cruelly,0,cruelly,2,2
104357,5505,than pure wankery,0,than pure wankery,2,2
25874,1185,never loses its ability to shock and amaze .,4,never loses its ability to shock and amaze .,2,2
25871,1185,A live-wire film,4,A live-wire film,2,2
26878,1234,"it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .",4,"it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .",2,2
26885,1234,"that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen",4,"that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen",2,2
102235,5380,does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating,2,does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating,4,2
100250,5260,fails to fulfill its own ambitious goals,0,fails to fulfill its own ambitious goals,2,2
100199,5257,"a self-aware , often self-mocking , intelligence",4,"a self-aware , often self-mocking , intelligence",2,2
100218,5258,", the film is every bit as fascinating as it is flawed .",2,", the film is every bit as fascinating as it is flawed .",4,2
100221,5258,is every bit as fascinating as it is flawed,2,is every bit as fascinating as it is flawed,4,2
100227,5258,is flawed,0,is flawed,2,2
100228,5259,Could I have been more geeked when I heard that Apollo 13 was going to be released in IMAX format ?,4,Could I have been more geeked when I heard that Apollo 13 was going to be released in IMAX format ?,2,2
100229,5259,Could I have been more geeked when I heard that Apollo 13 was going to be released in IMAX format,4,Could I have been more geeked when I heard that Apollo 13 was going to be released in IMAX format,2,2
100232,5259,been more geeked when I heard that Apollo 13 was going to be released in IMAX format,4,been more geeked when I heard that Apollo 13 was going to be released in IMAX format,2,2
100270,5261,a confusing drudgery .,0,a confusing drudgery .,2,2
100351,5265,"reveals itself slowly , intelligently , artfully .",4,"reveals itself slowly , intelligently , artfully .",2,2
100309,5263,"epilogue that leaks suspension of disbelief like a sieve , Die Another Day is as stimulating & heart-rate-raising as any James Bond thriller",4,"epilogue that leaks suspension of disbelief like a sieve , Die Another Day is as stimulating & heart-rate-raising as any James Bond thriller",2,2
100311,5263,epilogue that leaks suspension of disbelief like a sieve,0,epilogue that leaks suspension of disbelief like a sieve,2,2
27841,1278,bears out as your typical junkie opera,0,bears out as your typical junkie opera,2,2
100323,5263,Another Day is as stimulating & heart-rate-raising as any James Bond thriller,4,Another Day is as stimulating & heart-rate-raising as any James Bond thriller,2,2
100324,5263,is as stimulating & heart-rate-raising as any James Bond thriller,4,is as stimulating & heart-rate-raising as any James Bond thriller,2,2
100325,5263,as stimulating & heart-rate-raising as any James Bond thriller,4,as stimulating & heart-rate-raising as any James Bond thriller,2,2
100345,5265,"Mostly honest , this somber picture reveals itself slowly , intelligently , artfully .",4,"Mostly honest , this somber picture reveals itself slowly , intelligently , artfully .",2,2
100173,5256,"A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame",4,"A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame",2,2
100172,5256,"A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame finally lies with Kissinger .",4,"A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame finally lies with Kissinger .",2,2
100167,5255,well worth revisiting as many times,4,well worth revisiting as many times,2,2
100166,5255,well worth revisiting as many times as possible,4,well worth revisiting as many times as possible,2,2
100030,5249,exceptional detail,4,exceptional detail,2,2
100038,5249,"with dramatic punch , a haunting ode to humanity",4,"with dramatic punch , a haunting ode to humanity",2,2
100053,5250,", the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .",4,", the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .",2,2
100074,5251,so formulaic and forgettable that it 's hardly over before it begins to fade from memory,0,so formulaic and forgettable that it 's hardly over before it begins to fade from memory,2,2
100076,5251,formulaic and forgettable,0,formulaic and forgettable,2,2
100078,5251,it 's hardly over before it begins to fade from memory,0,it 's hardly over before it begins to fade from memory,2,2
100079,5251,'s hardly over before it begins to fade from memory,0,'s hardly over before it begins to fade from memory,2,2
27944,1283,An ebullient Tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing,4,An ebullient Tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing,2,2
